username,total_comments,sentiment_score,positive_count,neutral_count,negative_count,avg_bert_score,avg_vader_score,positive_pct,neutral_pct,negative_pct
nettynehru,2,0.5602,0,0,2,0.586,0.5,0.0,0.0,100.0
serenupi,2,0.5602,2,0,0,0.4542,0.8074,100.0,0.0,0.0
chloesway,1,0.5602,1,0,0,0.3972,0.9404,100.0,0.0,0.0
rubiconriot,1,0.56,1,0,0,0.4914,0.7202,100.0,0.0,0.0
linazerrella,1,0.56,1,0,0,0.4116,0.9063,100.0,0.0,0.0
lacindina,1,0.5599,0,1,0,0.3832,0.9721,0.0,100.0,0.0
priscillaventurablog,1,0.5598,1,0,0,0.4871,0.7294,100.0,0.0,0.0
i.am.rusu,1,0.5598,1,0,0,0.491,0.7202,100.0,0.0,0.0
janessa.crosby,1,0.5597,1,0,0,0.4314,0.8592,100.0,0.0,0.0
rohinielyse,1,0.5596,1,0,0,0.5852,0.5,100.0,0.0,0.0
littyamma,1,0.5596,1,0,0,0.4596,0.793,100.0,0.0,0.0
glencyfeliz,2,0.5595,2,0,0,0.5617,0.5542,100.0,0.0,0.0
camillelolafit,1,0.5594,1,0,0,0.5849,0.5,100.0,0.0,0.0
joanacruz,1,0.5592,1,0,0,0.4152,0.8953,100.0,0.0,0.0
samhurly,1,0.5592,1,0,0,0.5845,0.5,100.0,0.0,0.0
carmenap2510,1,0.5592,1,0,0,0.4862,0.7294,100.0,0.0,0.0
interior_by_mariarasmussen,2,0.5592,1,1,0,0.4923,0.7153,50.0,50.0,0.0
marianadmoraes,2,0.5592,2,0,0,0.5846,0.5,100.0,0.0,0.0
anaflorentyna,2,0.559,2,0,0,0.4447,0.8258,100.0,0.0,0.0
mary_berg3,4,0.559,3,0,1,0.5026,0.6907,75.0,0.0,25.0
alifetostyle,2,0.559,1,0,1,0.4723,0.7612,50.0,0.0,50.0
davarenemay,1,0.5589,1,0,0,0.4783,0.747,100.0,0.0,0.0
pumping.sophia.thiel,1,0.5589,1,0,0,0.4783,0.747,100.0,0.0,0.0
itisfurny,2,0.5589,2,0,0,0.4436,0.8277,100.0,0.0,0.0
madibernard,1,0.5589,1,0,0,0.4783,0.747,100.0,0.0,0.0
renatodsc,1,0.5588,1,0,0,0.5158,0.6591,100.0,0.0,0.0
dallisonlee,3,0.5588,3,0,0,0.4892,0.7212,100.0,0.0,0.0
brittanyelizabethwilliams,1,0.5588,1,0,0,0.4339,0.8501,100.0,0.0,0.0
belleprincesstx,1,0.5588,1,0,0,0.4339,0.8501,100.0,0.0,0.0
jeremysry,3,0.5587,3,0,0,0.5475,0.5849,100.0,0.0,0.0
mrsdolan_gonehiking,1,0.5587,1,0,0,0.5839,0.5,100.0,0.0,0.0
eatwithclarity,2,0.5587,1,0,1,0.4992,0.6976,50.0,0.0,50.0
rickstar1875,1,0.5586,1,0,0,0.4937,0.7099,100.0,0.0,0.0
nikkitaddeiyoga,2,0.5586,2,0,0,0.4424,0.8298,100.0,0.0,0.0
abigailrosehill,5,0.5585,5,0,0,0.4818,0.7372,100.0,0.0,0.0
jkingla,1,0.5584,1,0,0,0.5835,0.5,100.0,0.0,0.0
shaydacampbell,1,0.5584,1,0,0,0.4043,0.918,100.0,0.0,0.0
dudanagle,2,0.5583,1,0,1,0.505,0.6826,50.0,0.0,50.0
_theoliveoil,2,0.5581,1,0,1,0.5649,0.5422,50.0,0.0,50.0
mrsmummypennyuk,1,0.558,1,0,0,0.4371,0.84,100.0,0.0,0.0
aude_workshop,2,0.558,1,1,0,0.4637,0.778,50.0,50.0,0.0
heather.stacey,1,0.558,1,0,0,0.5829,0.5,100.0,0.0,0.0
noussa.nour,1,0.5579,1,0,0,0.3917,0.9458,100.0,0.0,0.0
amandadenridder,1,0.5579,1,0,0,0.4236,0.8712,100.0,0.0,0.0
thebiteshot,1,0.5579,1,0,0,0.3846,0.9624,100.0,0.0,0.0
ivanka.dekoning,1,0.5579,1,0,0,0.5827,0.5,100.0,0.0,0.0
mindful_jess,1,0.5578,1,0,0,0.4807,0.7377,100.0,0.0,0.0
viktoria_kay,1,0.5578,0,0,1,0.4054,0.9135,0.0,0.0,100.0
sunnychichome,3,0.5577,3,0,0,0.5072,0.6756,100.0,0.0,0.0
joellefriend,1,0.5576,1,0,0,0.492,0.7107,100.0,0.0,0.0
allureandmore,1,0.5576,1,0,0,0.5823,0.5,100.0,0.0,0.0
nanjamassy,1,0.5576,1,0,0,0.4633,0.7775,100.0,0.0,0.0
rads_lifecoach,1,0.5576,1,0,0,0.492,0.7107,100.0,0.0,0.0
rabilhacizade,2,0.5575,2,0,0,0.5242,0.6353,100.0,0.0,0.0
pursesinthekitchen,1,0.5575,1,0,0,0.3953,0.936,100.0,0.0,0.0
dominiquebinns,3,0.5575,3,0,0,0.4949,0.7036,100.0,0.0,0.0
andrea.m.shepard,2,0.5574,1,0,1,0.5138,0.6592,50.0,0.0,50.0
missjuliakelly,3,0.5574,3,0,0,0.4931,0.7074,100.0,0.0,0.0
pluminlove,1,0.5574,1,0,0,0.4876,0.7202,100.0,0.0,0.0
josefinapolanco,2,0.5573,2,0,0,0.4879,0.7193,100.0,0.0,0.0
misspennymay,1,0.5573,1,0,0,0.5819,0.5,100.0,0.0,0.0
thesteeleproject,2,0.5573,2,0,0,0.535,0.6094,100.0,0.0,0.0
honeyidressedthepug,2,0.5573,2,0,0,0.4671,0.7677,100.0,0.0,0.0
takingongiselle,1,0.5573,0,0,1,0.4216,0.8738,0.0,0.0,100.0
intercontinentalclaire,2,0.5573,2,0,0,0.3864,0.9562,100.0,0.0,0.0
rafadeconti,1,0.5573,1,0,0,0.5819,0.5,100.0,0.0,0.0
fatmasaltwater,2,0.5572,2,0,0,0.5278,0.6258,100.0,0.0,0.0
aslobcomesclean,5,0.5571,2,2,1,0.4762,0.7459,40.0,40.0,20.0
kolorowyprzepisownik,1,0.5571,1,0,0,0.4426,0.8243,100.0,0.0,0.0
beautiful_around.us,1,0.5571,0,1,0,0.4315,0.8501,0.0,100.0,0.0
belfastsbelle,2,0.5571,1,0,1,0.5191,0.6459,50.0,0.0,50.0
fashionstyelle,1,0.557,1,0,0,0.3968,0.9309,100.0,0.0,0.0
squireforbeauty,1,0.557,1,0,0,0.3784,0.9738,100.0,0.0,0.0
heleninha_pontes,1,0.557,0,0,1,0.4959,0.6994,0.0,0.0,100.0
martihope,3,0.557,2,0,1,0.4644,0.7731,66.7,0.0,33.3
vanessamaebeauty,1,0.5569,1,0,0,0.4356,0.84,100.0,0.0,0.0
dashofserendipity,2,0.5569,1,1,0,0.51,0.6663,50.0,50.0,0.0
inspiringmomma,1,0.5569,1,0,0,0.4505,0.8052,100.0,0.0,0.0
josephowen,1,0.5569,1,0,0,0.4212,0.8735,100.0,0.0,0.0
selfcareonbudget,1,0.5568,0,0,1,0.5811,0.5,0.0,0.0,100.0
aljaskrt,4,0.5567,2,1,1,0.4551,0.7936,50.0,25.0,25.0
thehomespunhydrangea,1,0.5567,0,0,1,0.4094,0.9003,0.0,0.0,100.0
jordanne_leigh,1,0.5567,1,0,0,0.431,0.8501,100.0,0.0,0.0
jamiray,1,0.5566,1,0,0,0.5809,0.5,100.0,0.0,0.0
litehi,1,0.5566,1,0,0,0.4686,0.7621,100.0,0.0,0.0
casstorrence,2,0.5565,1,0,1,0.509,0.6672,50.0,0.0,50.0
because_mom_life,2,0.5565,0,1,1,0.3966,0.9294,0.0,50.0,50.0
rebekahbanks,2,0.5565,1,1,0,0.4948,0.7005,50.0,50.0,0.0
stellamakeupandmore,3,0.5565,2,1,0,0.5016,0.6846,66.7,33.3,0.0
mattboozer,1,0.5564,1,0,0,0.5806,0.5,100.0,0.0,0.0
mydailyobsessions,1,0.5564,0,1,0,0.3943,0.9345,0.0,100.0,0.0
acarltonmiller,5,0.5563,4,1,0,0.4677,0.7632,80.0,20.0,0.0
timmyvl,1,0.5563,1,0,0,0.4901,0.7107,100.0,0.0,0.0
brittanybzucker,1,0.5563,1,0,0,0.4901,0.7107,100.0,0.0,0.0
life.with.koa,2,0.5562,1,0,1,0.499,0.6899,50.0,0.0,50.0
themaleprepster,1,0.5562,1,0,0,0.4438,0.8185,100.0,0.0,0.0
jacquelinelaurean,1,0.5561,1,0,0,0.4707,0.7553,100.0,0.0,0.0
debbie_sues_views,1,0.5561,1,0,0,0.4898,0.7107,100.0,0.0,0.0
happymummyblogs,2,0.5561,1,0,1,0.4906,0.7089,50.0,0.0,50.0
hipster_mum,4,0.556,2,0,2,0.4173,0.8798,50.0,0.0,50.0
marinacabero,1,0.556,1,0,0,0.4741,0.747,100.0,0.0,0.0
misslionhunter,2,0.556,1,0,1,0.5309,0.6147,50.0,0.0,50.0
nicolemieth,1,0.556,1,0,0,0.4575,0.7859,100.0,0.0,0.0
nicoleisaacs,1,0.556,1,0,0,0.58,0.5,100.0,0.0,0.0
brookepighin,1,0.556,1,0,0,0.3752,0.9779,100.0,0.0,0.0
lashawnwiltz,1,0.556,1,0,0,0.4741,0.747,100.0,0.0,0.0
germaine_dn,1,0.5559,1,0,0,0.3717,0.9858,100.0,0.0,0.0
jamibalmet,1,0.5559,1,0,0,0.4816,0.7294,100.0,0.0,0.0
angel_inspiration,1,0.5558,1,0,0,0.6226,0.3998,100.0,0.0,0.0
lauriehernandez_,1,0.5557,1,0,0,0.4667,0.7633,100.0,0.0,0.0
cafemocharadio,3,0.5556,2,0,1,0.4644,0.7685,66.7,0.0,33.3
kennedysparty,3,0.5555,1,0,2,0.5111,0.6593,33.3,0.0,66.7
berryuca,2,0.5555,0,0,2,0.5068,0.6689,0.0,0.0,100.0
djhapa,1,0.5554,1,0,0,0.4333,0.8404,100.0,0.0,0.0
ocdustino,2,0.5553,1,0,1,0.5298,0.6147,50.0,0.0,50.0
tuckers_tails,2,0.5552,2,0,0,0.4794,0.7322,100.0,0.0,0.0
trainerpaige,1,0.5552,0,0,1,0.4398,0.8243,0.0,0.0,100.0
igpups,1,0.5551,1,0,0,0.5787,0.5,100.0,0.0,0.0
brookepender,1,0.5551,1,0,0,0.4152,0.8815,100.0,0.0,0.0
allabouteverly,4,0.5551,3,0,1,0.4982,0.6879,75.0,0.0,25.0
meetamoment,1,0.5551,1,0,0,0.3751,0.975,100.0,0.0,0.0
jennwu0322,1,0.555,1,0,0,0.4328,0.84,100.0,0.0,0.0
juliebraem,1,0.555,1,0,0,0.5786,0.5,100.0,0.0,0.0
quebuenala,1,0.555,1,0,0,0.393,0.9329,100.0,0.0,0.0
a.fiorella_annunziata,1,0.555,1,0,0,0.3812,0.9607,100.0,0.0,0.0
bornlippystyle,2,0.555,2,0,0,0.4803,0.7292,100.0,0.0,0.0
adorablecockers,1,0.5549,1,0,0,0.4325,0.8404,100.0,0.0,0.0
alanapaolucci,1,0.5549,1,0,0,0.5784,0.5,100.0,0.0,0.0
our.family.in.snippets,1,0.5549,0,1,0,0.4117,0.8891,0.0,100.0,0.0
leoduffoff,2,0.5549,2,0,0,0.4856,0.7167,100.0,0.0,0.0
greenmissionmom,2,0.5547,2,0,0,0.5074,0.6652,100.0,0.0,0.0
he.chosethenails,3,0.5547,2,0,1,0.5287,0.6153,66.7,0.0,33.3
delightfulemade,1,0.5547,1,0,0,0.4597,0.7763,100.0,0.0,0.0
chilll_memes,1,0.5546,0,0,1,0.4367,0.8298,0.0,0.0,100.0
itslivb,2,0.5546,1,0,1,0.467,0.7592,50.0,0.0,50.0
andreas_samec,2,0.5546,1,1,0,0.3999,0.9156,50.0,50.0,0.0
muslimtravelrocks,2,0.5545,1,0,1,0.5097,0.6592,50.0,0.0,50.0
likeadaschi,3,0.5545,3,0,0,0.4266,0.8527,100.0,0.0,0.0
anni.vallius,1,0.5545,1,0,0,0.4038,0.9063,100.0,0.0,0.0
niallkeeganhair,2,0.5545,1,1,0,0.496,0.6912,50.0,50.0,0.0
stuffedsuitcase,2,0.5545,2,0,0,0.5008,0.6796,100.0,0.0,0.0
betshudson,2,0.5545,1,1,0,0.4078,0.8968,50.0,50.0,0.0
thechroniclesofhome,1,0.5544,0,1,0,0.4188,0.8709,0.0,100.0,0.0
lisa_zimmerisms_,1,0.5544,1,0,0,0.4722,0.7463,100.0,0.0,0.0
inside_munich,1,0.5544,1,0,0,0.4138,0.8825,100.0,0.0,0.0
thediaryof_d,1,0.5543,1,0,0,0.4793,0.7294,100.0,0.0,0.0
healthyfitcouple,1,0.5543,1,0,0,0.4832,0.7202,100.0,0.0,0.0
aletamyles,1,0.5543,0,0,1,0.6457,0.3409,0.0,0.0,100.0
feliciamorales,1,0.5542,1,0,0,0.4719,0.7464,100.0,0.0,0.0
sunshine_lemons,1,0.5542,1,0,0,0.5774,0.5,100.0,0.0,0.0
lacucinadiema,1,0.5542,1,0,0,0.483,0.7202,100.0,0.0,0.0
flipflopwanderers,1,0.5541,0,0,1,0.4508,0.7953,0.0,0.0,100.0
bethann.wagner,1,0.5541,1,0,0,0.4164,0.8753,100.0,0.0,0.0
luamarchi,3,0.554,3,0,0,0.3957,0.9234,100.0,0.0,0.0
yonosoyunaitgirl,1,0.554,1,0,0,0.5772,0.5,100.0,0.0,0.0
everydaypursuits,1,0.554,1,0,0,0.3971,0.9201,100.0,0.0,0.0
arielleestoria,2,0.5539,2,0,0,0.5433,0.5788,100.0,0.0,0.0
cookiefluffybum,1,0.5539,1,0,0,0.4195,0.8676,100.0,0.0,0.0
parker_hurley,1,0.5538,1,0,0,0.431,0.8404,100.0,0.0,0.0
aboodaj4_bjj,6,0.5538,5,0,1,0.4734,0.7414,83.3,0.0,16.7
cfashionista,1,0.5538,1,0,0,0.5768,0.5,100.0,0.0,0.0
myadventuretofit,1,0.5538,0,1,0,0.3712,0.9799,0.0,100.0,0.0
wheremyfoodat,1,0.5537,0,0,1,0.5767,0.5,0.0,0.0,100.0
oamato,1,0.5537,0,1,0,0.4691,0.7511,0.0,100.0,0.0
mochi_doodle,1,0.5536,1,0,0,0.4747,0.7377,100.0,0.0,0.0
tasteofhome,4,0.5536,4,0,0,0.4764,0.7338,100.0,0.0,0.0
balcellsalbert,2,0.5536,2,0,0,0.4279,0.8469,100.0,0.0,0.0
mywombdripsgold,1,0.5535,1,0,0,0.4207,0.8635,100.0,0.0,0.0
amareaofficial,2,0.5534,2,0,0,0.5792,0.4934,100.0,0.0,0.0
milee0822,2,0.5534,1,1,0,0.4939,0.6922,50.0,50.0,0.0
sydneyfoodsisters,2,0.5534,1,0,1,0.5137,0.646,50.0,0.0,50.0
elliemecham,3,0.5533,2,1,0,0.4749,0.736,66.7,33.3,0.0
djhargrave,1,0.5532,1,0,0,0.4857,0.7107,100.0,0.0,0.0
diymom.ca,1,0.5532,1,0,0,0.424,0.8548,100.0,0.0,0.0
eat.today.diet.tomorrow,2,0.5532,2,0,0,0.4884,0.7043,100.0,0.0,0.0
crazybeautifulmakeup,3,0.5531,3,0,0,0.5267,0.6147,100.0,0.0,0.0
dantalentgroup,1,0.5531,1,0,0,0.451,0.7913,100.0,0.0,0.0
seangarner,1,0.5531,0,1,0,0.4985,0.6806,0.0,100.0,0.0
by.malka,1,0.553,1,0,0,0.4367,0.8243,100.0,0.0,0.0
spoonwithrosie,1,0.553,1,0,0,0.405,0.8982,100.0,0.0,0.0
jackrussell_luc,3,0.553,3,0,0,0.4097,0.8873,100.0,0.0,0.0
gofeminin_testlabor,1,0.5529,1,0,0,0.4136,0.8778,100.0,0.0,0.0
missheartmade,1,0.5528,1,0,0,0.4735,0.7377,100.0,0.0,0.0
emmacakecup,1,0.5528,1,0,0,0.4198,0.8631,100.0,0.0,0.0
zanabfarooq_,3,0.5527,3,0,0,0.4243,0.8521,100.0,0.0,0.0
nataliekreuzmayr,2,0.5526,2,0,0,0.4574,0.7747,100.0,0.0,0.0
alessandrocalzoni,1,0.5526,1,0,0,0.4849,0.7107,100.0,0.0,0.0
uproxx,1,0.5526,1,0,0,0.4807,0.7202,100.0,0.0,0.0
coni_piccoli,1,0.5525,0,0,1,0.4031,0.901,0.0,0.0,100.0
bowwow_bauer_thegolden,2,0.5525,1,0,1,0.4773,0.7278,50.0,0.0,50.0
carolin.kothmann,1,0.5524,1,0,0,0.3761,0.9637,100.0,0.0,0.0
anastasiajanel,3,0.5524,1,0,2,0.5244,0.6175,33.3,0.0,66.7
sunday_collector,1,0.5524,1,0,0,0.456,0.7775,100.0,0.0,0.0
camillaknudsen_,2,0.5522,1,0,1,0.4326,0.8312,50.0,0.0,50.0
jessikapetten,1,0.5522,0,0,1,0.4066,0.8921,0.0,0.0,100.0
cowboykentrollins,3,0.5522,3,0,0,0.5593,0.5354,100.0,0.0,0.0
anacepec,2,0.5522,1,1,0,0.4366,0.8218,50.0,50.0,0.0
xmclairee,1,0.5521,0,0,1,0.4169,0.8676,0.0,0.0,100.0
veegmama,1,0.552,0,1,0,0.4274,0.8429,0.0,100.0,0.0
lisa_tiarasandheels,1,0.5519,1,0,0,0.4133,0.8753,100.0,0.0,0.0
blissfulbasil,1,0.5518,1,0,0,0.4086,0.8859,100.0,0.0,0.0
feastoronto,1,0.5517,0,0,1,0.5904,0.4614,0.0,0.0,100.0
edithsahlberg,1,0.5517,1,0,0,0.472,0.7377,100.0,0.0,0.0
djhappycolors,1,0.5516,1,0,0,0.3706,0.974,100.0,0.0,0.0
herrahnetusmjor,1,0.5516,1,0,0,0.4876,0.7009,100.0,0.0,0.0
deltamoxie,2,0.5515,2,0,0,0.502,0.667,100.0,0.0,0.0
essiesophie,1,0.5514,1,0,0,0.365,0.9863,100.0,0.0,0.0
cynthyeah,2,0.5513,1,1,0,0.5281,0.6054,50.0,50.0,0.0
myleneleeflang,2,0.5512,2,0,0,0.477,0.7242,100.0,0.0,0.0
annie_lolla,2,0.5512,2,0,0,0.4152,0.8686,100.0,0.0,0.0
onemerrymama,1,0.5511,1,0,0,0.4675,0.7463,100.0,0.0,0.0
makeupbymisskris,1,0.5511,1,0,0,0.4095,0.8814,100.0,0.0,0.0
kellivanhees,1,0.5511,1,0,0,0.573,0.5,100.0,0.0,0.0
animiaofficial,2,0.551,2,0,0,0.5728,0.5,100.0,0.0,0.0
karmamalhas,1,0.551,0,0,1,0.757,0.0705,0.0,0.0,100.0
chardinebiathlon,1,0.5509,1,0,0,0.4207,0.8548,100.0,0.0,0.0
mjheubach,2,0.5508,1,0,1,0.5317,0.5951,50.0,0.0,50.0
worldofzach,1,0.5508,1,0,0,0.3739,0.9637,100.0,0.0,0.0
zoeelizabethblog,1,0.5508,1,0,0,0.4743,0.7294,100.0,0.0,0.0
fat_fab_feminist,1,0.5508,0,1,0,0.4101,0.879,0.0,100.0,0.0
the_nutritionguy,2,0.5508,1,1,0,0.4758,0.726,50.0,50.0,0.0
janeinsane_,2,0.5507,2,0,0,0.4568,0.77,100.0,0.0,0.0
rafaelmagura,1,0.5506,1,0,0,0.3785,0.9521,100.0,0.0,0.0
roseriver_ns,1,0.5506,1,0,0,0.4383,0.8125,100.0,0.0,0.0
craftsonsea,1,0.5505,1,0,0,0.463,0.7547,100.0,0.0,0.0
muttimachmal,2,0.5504,1,0,1,0.4094,0.8794,50.0,0.0,50.0
andreaaprile,1,0.5504,1,0,0,0.4117,0.8741,100.0,0.0,0.0
abuhse,6,0.5503,5,1,0,0.4977,0.6731,83.3,16.7,0.0
wanderer_rachel,1,0.5503,1,0,0,0.4356,0.818,100.0,0.0,0.0
deearivett,1,0.5503,1,0,0,0.3728,0.9645,100.0,0.0,0.0
kirstengorter,1,0.5503,1,0,0,0.4559,0.7706,100.0,0.0,0.0
isadeejansen,1,0.5503,1,0,0,0.4816,0.7107,100.0,0.0,0.0
morganallycesmith,1,0.5503,1,0,0,0.5037,0.6591,100.0,0.0,0.0
sampottorff,1,0.5502,0,0,1,0.5073,0.6504,0.0,0.0,100.0
__niki22,1,0.55,1,0,0,0.477,0.7202,100.0,0.0,0.0
blackbeardedmen,2,0.55,2,0,0,0.4266,0.838,100.0,0.0,0.0
eslimah,1,0.5499,1,0,0,0.4769,0.7202,100.0,0.0,0.0
tonyamichelle26,2,0.5499,1,0,1,0.457,0.7664,50.0,0.0,50.0
homeandstyling,2,0.5499,2,0,0,0.3959,0.9092,100.0,0.0,0.0
aureta,1,0.5498,1,0,0,0.3906,0.9214,100.0,0.0,0.0
eastlondonmornings,2,0.5498,1,1,0,0.4686,0.7393,50.0,50.0,0.0
linda_faeh_official,2,0.5497,0,2,0,0.4286,0.8322,0.0,100.0,0.0
jdaoutfit,1,0.5497,1,0,0,0.5281,0.6001,100.0,0.0,0.0
charlene.fielding,3,0.5496,3,0,0,0.3633,0.9844,100.0,0.0,0.0
brittlesser,1,0.5496,0,1,0,0.3937,0.9135,0.0,100.0,0.0
calynsutherland,3,0.5496,2,0,1,0.4713,0.7323,66.7,0.0,33.3
brokemillennialblog,1,0.5495,1,0,0,0.4651,0.7463,100.0,0.0,0.0
grupolagarto,1,0.5495,1,0,0,0.4804,0.7107,100.0,0.0,0.0
collectivelycandice,1,0.5495,1,0,0,0.4452,0.793,100.0,0.0,0.0
recipesbycarina,2,0.5494,1,0,1,0.4191,0.8534,50.0,0.0,50.0
a4n2a0,2,0.5494,2,0,0,0.378,0.9493,100.0,0.0,0.0
bright__mama,2,0.5494,1,1,0,0.4926,0.682,50.0,50.0,0.0
ourlittlehousefilledwithlove,1,0.5494,1,0,0,0.4273,0.8343,100.0,0.0,0.0
spintheglobeproject,2,0.5494,2,0,0,0.3875,0.927,100.0,0.0,0.0
madetobeamomma,1,0.5493,1,0,0,0.4318,0.8234,100.0,0.0,0.0
vannyroxx,1,0.5493,1,0,0,0.4801,0.7107,100.0,0.0,0.0
sam_stern,2,0.5491,1,0,1,0.4294,0.8284,50.0,0.0,50.0
elainerau,2,0.5491,2,0,0,0.4717,0.7296,100.0,0.0,0.0
margrethejakobsen,2,0.5491,2,0,0,0.4771,0.7172,100.0,0.0,0.0
danicecchi9,2,0.5491,2,0,0,0.5362,0.5792,100.0,0.0,0.0
greeneclecticmama,1,0.5491,1,0,0,0.484,0.7009,100.0,0.0,0.0
carrie_pendle,3,0.549,1,0,2,0.4788,0.7127,33.3,0.0,66.7
itsmyrayeraye,2,0.549,2,0,0,0.4286,0.83,100.0,0.0,0.0
clutterhealing,2,0.549,1,0,1,0.4808,0.7079,50.0,0.0,50.0
giorgette_p,1,0.5489,1,0,0,0.5699,0.5,100.0,0.0,0.0
nilam.farooq,1,0.5488,1,0,0,0.4217,0.8454,100.0,0.0,0.0
ashhtaylor,4,0.5488,4,0,0,0.4667,0.7402,100.0,0.0,0.0
foodiedelishmn,2,0.5488,1,0,1,0.4772,0.7156,50.0,0.0,50.0
fi_cavatorta,2,0.5488,2,0,0,0.4015,0.8926,100.0,0.0,0.0
polar_brock,2,0.5488,2,0,0,0.4979,0.6674,100.0,0.0,0.0
marlienbesselink,1,0.5488,1,0,0,0.4033,0.8884,100.0,0.0,0.0
kajsal,1,0.5488,0,0,1,0.3886,0.9227,0.0,0.0,100.0
dukemanorfarm,1,0.5488,1,0,0,0.4794,0.7107,100.0,0.0,0.0
_sridivya_keerthysuresh_fan,1,0.5488,1,0,0,0.4794,0.7107,100.0,0.0,0.0
scolisuicide,2,0.5487,2,0,0,0.5246,0.605,100.0,0.0,0.0
theworldofdoug,2,0.5487,1,1,0,0.4678,0.7375,50.0,50.0,0.0
jfbelo,2,0.5487,2,0,0,0.5168,0.6232,100.0,0.0,0.0
callumwatt,1,0.5487,1,0,0,0.4793,0.7107,100.0,0.0,0.0
sunny981sd,2,0.5485,2,0,0,0.4756,0.7188,100.0,0.0,0.0
courtneymelahn,1,0.5485,0,1,0,0.4256,0.8353,0.0,100.0,0.0
yournbaopinions,2,0.5484,2,0,0,0.5691,0.5,100.0,0.0,0.0
claire_louise_ohara,1,0.5484,1,0,0,0.4326,0.8185,100.0,0.0,0.0
alexaward5,9,0.5484,4,2,3,0.4906,0.6833,44.4,22.2,33.3
foreverandforava,1,0.5484,1,0,0,0.3874,0.9241,100.0,0.0,0.0
lydias_sin,1,0.5484,1,0,0,0.4788,0.7107,100.0,0.0,0.0
brureallife,3,0.5483,3,0,0,0.5253,0.6019,100.0,0.0,0.0
arika,3,0.5483,3,0,0,0.4092,0.8729,100.0,0.0,0.0
femalecult,2,0.5483,1,1,0,0.4064,0.8794,50.0,50.0,0.0
alexa_fan_club,2,0.5482,2,0,0,0.4222,0.842,100.0,0.0,0.0
lifeserial,1,0.5481,0,1,0,0.4826,0.7009,0.0,100.0,0.0
evaciland_,1,0.5481,1,0,0,0.4431,0.793,100.0,0.0,0.0
createandbabble,1,0.5481,0,0,1,0.4095,0.8715,0.0,0.0,100.0
cyrusy87,1,0.548,0,0,1,0.4571,0.7602,0.0,0.0,100.0
dominikbakula,2,0.548,1,0,1,0.5456,0.5536,50.0,0.0,50.0
tyreeceh,1,0.5479,1,0,0,0.4629,0.7463,100.0,0.0,0.0
helloglowblog,2,0.5479,1,0,1,0.4945,0.6725,50.0,0.0,50.0
gabby661_mua,1,0.5479,1,0,0,0.3678,0.968,100.0,0.0,0.0
the.cat.with.a.hat,2,0.5478,2,0,0,0.381,0.9372,100.0,0.0,0.0
socalbeachfit,1,0.5478,0,0,1,0.5683,0.5,0.0,0.0,100.0
alejandrolillo_,1,0.5478,0,1,0,0.4384,0.803,0.0,100.0,0.0
adoseofemily,1,0.5478,1,0,0,0.4349,0.8111,100.0,0.0,0.0
kattislundin,1,0.5477,0,1,0,0.5096,0.6366,0.0,100.0,0.0
tibbythecorgi,1,0.5477,1,0,0,0.5681,0.5,100.0,0.0,0.0
thereal_omarsoto,1,0.5477,1,0,0,0.4821,0.7009,100.0,0.0,0.0
maplestapleeats,1,0.5476,1,0,0,0.4026,0.8859,100.0,0.0,0.0
lateafternoon,1,0.5476,1,0,0,0.4737,0.7202,100.0,0.0,0.0
sarahhbell,1,0.5476,1,0,0,0.4243,0.8353,100.0,0.0,0.0
kikafrangarcia,1,0.5476,1,0,0,0.4661,0.7377,100.0,0.0,0.0
tiboudnez,1,0.5476,1,0,0,0.452,0.7707,100.0,0.0,0.0
cassiemkelley,1,0.5476,1,0,0,0.452,0.7707,100.0,0.0,0.0
hanihanss,1,0.5476,1,0,0,0.3879,0.9201,100.0,0.0,0.0
isulena_,1,0.5475,1,0,0,0.3927,0.9088,100.0,0.0,0.0
ksfreak,2,0.5474,2,0,0,0.5783,0.4752,100.0,0.0,0.0
shedoesthecity,1,0.5473,1,0,0,0.4292,0.8229,100.0,0.0,0.0
hezzid,1,0.5473,1,0,0,0.3997,0.8918,100.0,0.0,0.0
herr_lich_fit,1,0.5472,0,1,0,0.3913,0.9111,0.0,100.0,0.0
yanis.bargoin,2,0.5472,2,0,0,0.4878,0.6859,100.0,0.0,0.0
matterofkat,2,0.5472,1,0,1,0.385,0.9257,50.0,0.0,50.0
kerrysomewhere,1,0.5471,1,0,0,0.4773,0.7099,100.0,0.0,0.0
this_mummy_rocks,2,0.5471,2,0,0,0.4265,0.8285,100.0,0.0,0.0
marcusscribner,1,0.5471,1,0,0,0.4172,0.8501,100.0,0.0,0.0
eddypinto_,1,0.547,1,0,0,0.4769,0.7107,100.0,0.0,0.0
onlypositivemind,2,0.547,2,0,0,0.5432,0.5559,100.0,0.0,0.0
claudiacurac,2,0.547,1,0,1,0.5807,0.4682,50.0,0.0,50.0
lucassenaby,2,0.547,1,0,1,0.4652,0.7379,50.0,0.0,50.0
amishoesmith,2,0.547,2,0,0,0.4712,0.724,100.0,0.0,0.0
myhouse_myhome_,1,0.547,1,0,0,0.5086,0.6366,100.0,0.0,0.0
nessiegram,1,0.547,1,0,0,0.4387,0.7997,100.0,0.0,0.0
stvoryzkuchyne,2,0.5469,1,1,0,0.4724,0.7208,50.0,50.0,0.0
julialucass,1,0.5469,1,0,0,0.567,0.5,100.0,0.0,0.0
